"Name","Type","Write","Description","Object Default","Version"
"Device.PPP.Interface.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.0"
"Device.IP.","object","R","IP object that contains the Interface, ActivePort, and Diagnostics objects.","-","2.0"
"Device.IP.Interface.{i}.","object(0:)","W","IP interface table (a stackable interface object as described in [Section 4.2/TR-181i2]). This table models the layer 3 IP interface.
Each IP interface can be attached to the IPv4 and/or IPv6 stack. The interface’s IP addresses and prefixes are listed in the IPv4Address, IPv6Address and IPv6Prefix tables.
Note that support for manipulating Loopback interfaces is OPTIONAL, so the implementation MAY choose not to create (or allow the Controller to create) Device.IP.Interface.{i}. instances of type Loopback.
When the Controller administratively disables the interface, i.e. sets Enable to false, the interface’s automatically-assigned IP addresses and prefixes MAY be retained. When the Controller administratively enables the interface, i.e. sets Enable to true, these IP addresses and prefixes MUST be refreshed. It’s up to the implementation to decide exactly what this means: it SHOULD take all reasonable steps to refresh everything but if it is unable, for example, to refresh a prefix that still has a significant lifetime, it might well choose to retain rather than discard it.
Any Tunneled IP interface instances instantiated by the CPE MUST NOT have any statistics, writable parameters, IP addresses or IPv6 prefixes. Any read-only parameters, e.g. Status, MUST return the same information as for the corresponding Tunnel interface. The reason for these rules is that Tunneled IP interfaces exist only in order to be the targets of references (within the data model) and do not model any concepts over and above those already modeled by the Tunnel IP interfaces.
Note that Tunnel and Tunneled IP interfaces are part of a legacy mechanism that is only used for IPv6rd, DSLite and IPsec tunnels and MUST NOT be used in any other context. For all other tunneling mechanisms Normal IP interfaces are stacked above technology-specific Tunnel Interfaces, e.g. above GRE.Tunnel.{i}.Interface or MAP.Domain.{i}.Interface objects.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and Name such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.IP.Interface.{i}.IPv4Address.{i}.","object(0:)","W","IPv4 address table. Entries are auto-created and auto-deleted as IP addresses are added and deleted via DHCP, auto-IP, or IPCP. Static entries are created and configured by the Controller.
At most one entry in this table can exist with a given value for Alias, or with the same values for both IPAddress and SubnetMask. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias and IPAddress such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.IP.Interface.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.0"
"Device.IP.Interface.{i}.TWAMPReflector.{i}.","object(0:)","W","This object contains parameters associated with the configuration that permits this interface to be used as Two-Way Active Measurement Protocol (TWAMP) reflector as defined in [TR-390].
At most one entry in this table can exist with a given value for Alias, or with a given value for Port. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.IP.Interface.{i}.IPv6Address.{i}.","object(0:)","W","This table contains the IP interface’s IPv6 unicast addresses. There MUST be an entry for each such address, including anycast addresses.
There are several ways in which entries can be added to and deleted from this table, including:
Automatically via SLAAC [RFC4862], which covers generation of link-local addresses (for all types of device) and global addresses (for non-router devices).
Automatically via DHCPv6 [RFC3315], which covers generation of any type of address (subject to the configured DHCP server policy).
Manually via a GUI or some other local management interface.
Manually via factory default configuration.
By the Controller.
This table MUST NOT include entries for the Subnet-Router anycast address [Section 2.6.1/RFC4291]. Such entries would be identical to others but with a zero interface identifier, and would add no value.
A loopback interface will always have address ::1 [Section 2.5.3/RFC4291] and MAY also have link-local address fe80::1.
This object is based on ipAddressTable from [RFC4293].
At most one entry in this table can exist with a given value for Alias, or with a given value for IPAddress. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.IP.Interface.{i}.IPv6Prefix.{i}.","object(0:)","W","This table contains the interface’s IPv6 prefixes. There MUST be an entry for each such prefix, not only for prefixes learned from router advertisements.
There are several ways in which entries can be added to and deleted from this table, including:
Automatically via [RFC4861] Router Advertisements. See also RouterAdvertisement.
Automatically via DHCPv6 [RFC3315] prefix delegation [RFC3633]. See also DHCPv6.Client.
Automatically via internal CPE logic, e.g. creation of child prefixes derived from a parent prefix.
Manually via a GUI or some other local management interface.
Manually via factory default configuration.
By the Controller.
The CPE MAY choose not to create Device.IP.Interface.{i}.IPv6Prefix.{i}. entries for WellKnown prefixes or for the ULA /48 prefix [RFC4193]. If an Device.IP.Interface.{i}.IPv6Prefix.{i}. entry exists for the ULA /48 prefix, it MUST be on a downstream interface (i.e. an interface for which the physical layer interface object has Upstream = false).
This object is based on ipAddressPrefixTable from [RFC4293].
At most one entry in this table can exist with a given value for Alias, or with a given value for Prefix. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.2"
"Device.IP.ActivePort.{i}.","object(0:)","R","This table lists the ports on which TCP connections are listening or established.
At most one entry in this table can exist with the same values for all of LocalIPAddress, LocalPort, RemoteIPAddress and RemotePort.","-","2.0"
"Device.IP.Diagnostics.","object","R","The IP Diagnostics object.","-","2.0"
"Device.IP.Diagnostics.UDPEchoConfig.","object","R","This object allows the CPE to be configured to perform the UDP Echo Service defined in [RFC862] and UDP Echo Plus Service defined in [Appendix A.1/TR-143].","-","2.0"
"Device.LLDP.","object","R","This object contains Link Layer Discovery Protocol (LLDP) [802.1AB-2009] related objects and parameters.","-","2.8"
"Device.LLDP.Discovery.","object","R","This object is used for managing the discovery of LLDP devices.
The CPE MAY, but need not, retain some or all of the information in this object across reboot.","-","2.8"
"Device.LLDP.Discovery.Device.{i}.","object(0:)","R","This table contains information about discovered LLDP devices.
At most one entry in this table can exist with the same values for both ChassisIDSubtype and ChassisID.","-","2.8"
"Device.LLDP.Discovery.Device.{i}.Port.{i}.","object(0:)","R","This table contains information about ports on discovered LLDP devices.
At most one entry in this table can exist with the same values for both PortIDSubtype and PortID.","-","2.8"
"Device.LLDP.Discovery.Device.{i}.Port.{i}.LinkInformation.","object","R","The port’s link information, which is included in the value of the LLDPDU’s Organizationally Specific TLV (TLV Type = 127).
Note: It is assumed that this object might be used for HTIP (Home-network Topology Identifying Protocol) [JJ-300.00] and [G.9973]. In this case, the [OUI] in the third octet is E0271A (TTC-OUI) and the organizationally defined subtype in the sixth octet is 2 (Link Information).","-","2.8"
"Device.LLDP.Discovery.Device.{i}.DeviceInformation.","object","R","The device information, which is included in the value of the LLDPDU’s Organizationally Specific TLV (TLV Type = 127).
Note: It is assumed that this object might be used for HTIP (Home-network Topology Identifying Protocol) [JJ-300.00] and [G.9973]. In this case, this table contains the Organizationally Specific TLV (TLV Type = 127) of LLDPDU, in which the [OUI] in the third octet is E0271A (TTC-OUI) and the organizationally defined subtype in the sixth octet is 1 (Device Information).","-","2.8"
